ID,Reviews,Sentiment
8101,মই চোৱা আটাইতকৈ ভাল নাটক,positive
8102,যিখন নাটক নিৰ্মাণ কৰা হৈছে সেয়া এটা বস্তু ঠিকেই লাগিছে,positive
8103,CONNECT!,negative
8104,পৰাজয়ৰ নাটক,negative
8105,"এক কথাত কবলৈ গলে, মহান নাটক জোছ, চলচ্চিত্ৰৰ শ্ৰেষ্ঠ বঙালী নাটক, গ এহেড বালাদেশ,",positive
8106,"খুব ভাল গল্প, কেৱল নায়ক নাইকাৰ মিল নহয়, সকলোতকৈ ডাঙৰ কথা, মই প্ৰাৰ্থনাৰ বাৰ্তাটো ভাল পাও, ধন্যবাদ ওমি ভাই,",positive
8107,সেই ভনীয়েকৰ কোঠাত নিশু ভাইয়ে আল্লাক কি কৈছিল?,negative
8108,এইখন মই এতিয়ালৈকে চোৱা আটাইতকৈ ভাল নাটক আছিল,positive
8109,মূৰ অবিহনে নাটক,negative
8110,কাহিনীটো মোৰ ভাল নালাগিল পৰিচালক বলদমী চৰেনক কম,negative
8111,নিশোৰ মালিকৰ প্ৰেম অন্তহীন,positive
8112,মই আশা কৰো আপুনি শ্বটো ভাল পাব কাৰণ নিশোৰ এজন ভায়েক আছে,positive
8113,"মই দীৰ্ঘদিন ধৰি অপেক্ষা কৰি আছো, আজি মই কি কব পাৰো, এইটো বঢ়িয়া, ই অতি সুন্দৰ",positive
8114,বহুতো ধুনীয়া নাটক.,positive
8115,মনোৰঞ্জনৰ নামত এখন অশ্লীল নাটক,negative
8116,মই ভাবো এইখন পৃথিৱীৰ শ্ৰেষ্ঠ নাটক,positive
8117,গ্ৰেট নাটক,positive
8118,শ্ৰেষ্ঠ নাটকসম্পাদনা কৰক,positive
8119,২০১৯ চনৰ শ্ৰেষ্ঠ নাটক,positive
8120,"ফকিন্নীৰ লৰাছোৱালীয়ে কেইজনমান পাৰ্শ্ব শিল্পীৰ সৈতে টাকলা আৰু হাডাৰামৰ আৱিৰ্ভাৱেৰে বালৰ এখন নাটক তৈয়াৰ কৰিছে আপোনালোকৰ কাৰণে, দেশৰ নাটক চাবলৈ শান্তি নাই",negative
8121,এক কথাত কবলৈ গলে আচৰিত,positive
8122,লৰা আৰু ছোৱালী হয় শ্ৰেষ্ঠ বন্ধু বা উৎপীড়ক,negative
8123,এইখন এখন মহান নাটক,positive
8124,মই চোৱা আটাইতকৈ ভাল টেলিফিল্ম খন ১ কোটিৰ মাইলৰ খুটি অতিক্ৰম কৰাৰ পথত আছে আগতীয়া অভিনন্দন 10000000 দৰ্শন,positive
8125,এইখন এখন সুন্দৰ নাটকৰ দৰে,positive
8126,ড্ৰামা অৱ দ্য বয়সম্পাদনা কৰক,negative
8127,শেষৰ গানটোৱে গোটেই নাটকখনৰ মনোযোগ নষ্ট কৰে এই গানটো এনে সময়ত অহা নাছিল সগীত শুনি মোৰ বেয়া লাগিছিল,negative
8128,আপোনাৰ কুকুৰটোৱে কাষৰ অট্টালিকাটোৰ মজিয়াত এটা স্থানীয় কুকুৰৰ সৈতে খেলি আছে আৰু শেষৰ দৃশ্যটো 1 ছেকেণ্ডৰ বাবে সম্পূৰ্ণ মূৰ্খ আছিল,negative
8129,"এইটো বৰ সুন্দৰ আছিল. পৰিচালকজনক ধন্যবাদ যে আমাৰ দেশখন ৯০ মুছলমান, সেয়েহে প্ৰতিখন নাটকত এটা ইছলামিক বাৰ্তা থকাটো প্ৰয়োজন",positive
8130,"প্ৰবন্ধটো অভিনেতা শ্বামিম চাহাবৰ বাবে, আপুনি লিখনিটো লক্ষ্য কৰিব নে নাই মই নাজানো, কিন্তু মই ইয়াক ইয়াতে লিখিছো সকলোৱে আপোনাক বৰ সমালোচনা কৰিছিল ইমানেই সমালোচনা হৈছিল যে অৱশেষত আপুনি লাজ পাইছিল আৰু ফেচবুক লাইভত কৈছিল যে আপুনি আৰু কেতিয়াও এনে ধৰণৰ নাটক নকৰে তেতিয়াৰ পৰা, আপুনি কিছুমান ভাল নাটক দিছে আৰু এতিয়াও প্ৰদান কৰি আছে পৃথকে, পাৰিবাৰিক সকট আৰু বেচেলৰ পইণ্ট নাটকৰ বিষয়ে কথা পাতিব পাৰি কিন্তু আপুনি আৰু আপোনাৰ কথা ৰখা নাই আকৌ, তেও ঘৃণনীয়, ঘৃণনীয়, অশ্লীল, অৰ্থহীন নাটক কৰিবলৈ আৰম্ভ কৰিছে এই দেউতাকৰ প্ৰেমিকাৰ নাটকৰ দৰে এই নাটকখন এখন ঘৃণনীয় নাটক আছিল এটা সময়ত, আমাৰ বঙালী চলচ্চিত্ৰ এক অশ্লীল সময়ৰ মাজেৰে পাৰ হৈছিল সেই অশ্লীল সময়ৰ অভিনেতাসকল আছিল আলেকজেণ্ডাৰ বৌ, ময়ুৰী, পলি আৰু আন বহুত মানুহে তেওলোকক প্ৰথমে পৰ্ণগ্ৰাফী চলচ্চিত্ৰৰ নায়ক আৰু নায়িকা হিচাপে জানে একেদৰে, বঙালী নাটক এক অশান্ত সময়ৰ মাজেৰে পাৰ হৈ গৈছে এনে হব নালাগে যে কালজয়ী নাটকৰ অভিনেতাজনৰ নামটো প্ৰথমে আহে আপোনাৰ এজন শুভাকাক্ষী হিচাপে, ই আপোনাৰ বাবে সিমানেই লজ্জাজনক যিমান আমাৰ বাবেও তেনেকুৱা আশা কৰো, ভৱিষ্যতে আপোনাক এনে নিম্নমানৰ নাটকত দেখা নাযাব ভালে থাকক প্ৰিয় পৰিচালক য়ামিন ইলান, আপুনি আপোনাৰ গালৰ পৰা ৩২ টা দাত চৰ মাৰি উলিয়াব লাগে দুখিত, মই আপোনাক ইয়াতকৈ ভাল একো কব নোৱাৰিলো",negative
8131,নাটকখন বৰ ভাল আছিলনাটকৰ বাবে অপেক্ষা কৰি আছিলোআজি এটা ধুনীয়া নাটক দেখিলো,positive
8132,এইটো এটা সুন্দৰ শ্ব! ই এক বেলেগ ধৰণৰ স্পৰ্শ! অসাধাৰণ,positive
8133,আগতে প্ৰাৰ্থনা কৰি ভাল লাগিছিল,positive
8134,এইটো অলপ বেছি হৈ পৰিছে,negative
8135,শ্বামিম হাছান সৰকাৰ এজন কট্টৰ অসভ্য তেওৰ আটাইকেইখন নাটকত অশ্লীলতাই সীমা অতিক্ৰম কৰে. মাদাৰচোড,negative
8136,আপুনি আটাইতকে ভাল,positive
8137,"মই প্ৰাৰ্থনাৰ বাবে নাটকখন ভাল পাইছিলো, ই খুব ভাল আছিল",positive
8138,সুন্দৰ নাটক,positive
8139,মই বেটচটো ভাল পাইছিলো!,positive
8140,"যদি কেৱল মেহজাবিয়েনে ইয়াক ভাল পালেহেতেন, মই ভাবো",positive
8141,বালৰ নাটক বাল,negative
8142,মুশ্বাৰফ কৰিমৰ দৰে অভিনেতাৰ লগত কি কৰি আছে? নাটক বুলি কব? ভয়কৰ বিঘ্নিত,negative
8143,"ফোন নকৰিবা, ফোন নকৰিবা, লৰাছোৱালীৰ খাদ্য বাহিৰলৈ যাব, তুমি কেৱল মোক পাব্লিক পেজটো দেখুৱাবা, তুমি ইমান মূৰ্খ কিয়, আজি মই জানো যে মিডিয়াৰ সকলো ছোৱালী বেয়া, টিছা",negative
8144,"নাটকখন সুন্দৰ, বছে কয়",positive
8145,তোমাৰ দেউতাৰ মূৰটো ঠিকে আছে,positive
8146,মই কাহিনীটো বুজি পোৱা নাই?,negative
8147,আফ্ৰান নিশো বৰ জনপ্ৰিয় তেওৰ জনপ্ৰিয়তা পাবলৈ আমি কিয় ইমান অশ্লীল ভগীমা কৰিব লাগে? অনুগ্ৰহ কৰি ইয়াত অশ্লীলতা সুমুৱাই নিদিব,negative
8148,"পৰিচালকৰ সন্তান কোন, সকলোৱে হাৰ্নেছটো হত্যা কৰা উচিত",negative
8149,সেই ছোৱালীজনীৰ মূৰ্খামি একেবাৰে অসহ্যকৰ,negative
8150,এই কাৰণেই বালাদেশৰ নাটকৰ মূল্য নাইবজাৰে বজাৰৰ পৰা সকলো বস্তু আনিবলৈ দিলে নেকি?নাটক নেকি?,negative
8151,"অপূৰ্বৰ ঠাই অপূৰ্বা,",positive
8152,"মোছাৰফ কৰিমৰ নাটকৰ কাহিনী যিয়েই নহওক কিয়, ই আৰু কি কৰিব কিন্তু আমি মোছাৰফ কৰিমৰ ওচৰলৈ নাহিলো এনে এখন নাটক",negative
8153,"ৱাও. মিজানুৰ ৰহমান, আফ্ৰান নিশো",positive
8154,অভিনয় স্তৰ দুয়োটাই শ্ৰেষ্ঠ,positive
8155,"নাটকখন ভাল হোৱা নাছিল অধিক চিন্তা কৰক আৰু নাটক কৰক এনে এজন লোভী জোৱায়েকক এটা শিক্ষা দিয়াৰ প্ৰয়োজন আছিল, যিটো মই ভাবো সকলোৰে প্ৰয়োজন আছিল",negative
8156,"মৌলিকতা উচ্চ, মোৰ ইমান ভাল নালাগিল",negative
8157,"কাহিনীটো তেওৰ নিজৰ জীৱনৰ লগত ওতপ্ৰোতভাৱে জড়িত আছিল! হয়, তাই আজি বহুত বেছি সুখী, আন কাৰোবাৰ লগত মই তেওক দূৰৰ পৰাই মোক পাহৰিবলৈ সহায় কৰিলো যেতিয়া মই বুজিলো যে তেও আৰু মোৰ নহয়, তেতিয়া মই অনুভৱ কৰিলো যে জীৱনৰ অৰ্থ মোৰ বাবে অৰ্থহীনৰ বাহিৰে আন একো নহয় আজি মই ইচ্ছা কৰিলেও তাক ঘূৰাই দিব নোৱাৰো ! লাহে লাহে আন্ধাৰত ক্লান্ত হৈ আহিছো মই আগবাঢ়িব নোৱাৰো! ইমান সুখী তুমি, বিশ্বাস কৰা, তোমাৰ অজ্ঞাতে মই গভীৰ নিশা নিৰৱে শুই যাম, যিটো তুমি মনোৰঞ্জনৰ মাধ্যম বুলি ভাবা ভালে থাকক, এতিয়া নোৱাৰো! জীৱনটো মাক দেউতাকৰ হাতত এৰি দিলো ৭ বছৰ হাতে হাত ধৰি খোজ কঢ়া আৰু আজি ৫ মাহ হল, তোমাৰ লগত চকুৰ চকুৱে দেখা নাপাও, হাত ধৰিব পৰা নাই বা তোমাৰ মাত শুনিব পৰা নাই",positive
8158,এইখন এখন সুন্দৰ নাটক,positive
8159,শ্ৰেষ্ঠ সমাপ্তি,positive
8160,গোটেই নাটকখন ধেমেলীয়া আছিল কিন্তু শেষটো পচা আছিল,negative
8161,মই এতিয়ালৈকে চোৱা অন্যতম শ্ৰেষ্ঠ নাটক,positive
8162,ইমান ধুনীয়া নাটক তঞ্জিম তিশা নিশো ভাইয়া,positive
8163,এয়া গ্ৰহণযোগ্য নহয় একেবাৰে পুৰুষ.,negative
8164,ভুৱা খোৰ ড্ৰামা বয়ছ ড্ৰামা,negative
8165,তেওলোকে কাহিনীটো নাজানে! ছাগলীৰ জাকসম্পাদনা কৰক,negative
8166,আপুনি এজন প্ৰকৃত নায়ক,positive
8167,মই ভবা নাছিলো যে নিশো ভাইৰ নাটকখন ইমান অশ্লীল হব ভায়েকে নাটকৰ পৰিৱেশত অভিনয় কৰে,negative
8168,মই ৰিজৰ্টখনৰ নামটো জানিব বিচাৰো এইটো বৰ সুন্দৰ অনুগ্ৰহ কৰি মোক জনাব,positive
8169,ড্ৰামা অৱ দ্য বয়সম্পাদনা কৰক,negative
8170,ইমান ভয়ানক নাটক!,negative
8171,"ভাতৃ পুলিচজন ই ভয় কৰা নাই, কিন্তু ই কান্দি আছে",positive
8172,অস্থিৰ অভিনয় অতুলনীয়ভাৱে অকল্পনীয়,positive
8173,এই নাটকখনৰ আটাইতকৈ বেয়া অশটো হল যে পিতৃমাতৃক অপমানিত আৰু অপমানিত কৰা হয় এয়া দেখি বহুতে মাকদেউতাকৰ সৈতে এনেদৰে আচৰণ কৰিব পাৰে গতিকে আশা কৰো পিতৃমাতৃক অপমান আৰু অপমান কৰা কোনো নাটকত কোনো সলাপ নাথাকিব,negative
8174,মই এখন ধুনীয়া নাটক ভাল পাইছো ভাই,positive
8175,বালাদেশৰ নাটকবোৰ এতিয়া বৰ ধুনীয়া,positive
8176,মিথিলা অসহনীয়,negative
8177,"নাটকখন বৰ ধুনীয়া,আফ্ৰাণ নিশো ভাই তুমি শ্ৰেষ্ঠ,মই তোমাক ভাল পাও ভাই,আৰু তনজিল আপুকে",positive
8178,এই ধৰণৰ নাটক সমাজত অত্যন্ত ক্ষতিকাৰক,negative
8179,আজাইৰা বিষয়বস্তু !,negative
8180,"মই আজি ইয়াত পৃথিৱীৰ সকলো প্ৰাৰ্থনা দেখিছো, কিন্তু ই এতিয়াও ভাল",positive
8181,গ্ৰেট নাটক,positive
8182,দ্য ফেক্টৰী অৱ মেডনেছ,negative
8183,নাটকখনৰ কাহিনী ভাল,positive
8184,টিছাক খ উঠেকান্দোনৰ বাবে মেহজাবীন বেষ্টআৰু নিসো ভাই এজন অল ৰাউণ্ডাৰ,positive
8185,"নিশো বছ মানে এটা বেলেগ ধৰণৰ বিস্ফোৰণ মই সদায় মালিকৰ নাটো চাবলৈ বাট চাই থাকো মই ইয়াক বহুত ভাল পাও আৰু আশা কৰো যে আগন্তুক দিনবোৰত মই নাটোক এনেদৰে চাবলৈ সক্ষম হম মুঠতে, এইটো বহুত ভাল আছিল বছ মই দেখা আটাইতকৈ ভাল নাটো আছিল",positive
8186,নাটকৰ ভাষাবোৰ কিয় ইমান বেয়া? ওৰণি কিয় উৰুৱাই দিয়া হৈছে?,negative
8187,"আজেবাজে নাটক, আমাৰ ঢাকা কচকি বিৰাণী মনমগজুক উদঙাই দিয়ে",negative
8188,অতুলনীয় ভাতৃ,positive
8189,সচাকৈয়ে অসাধাৰণ,positive
8190,মহ কৰিম আৰু ভাডাইমাৰ মাজত কোনো পাৰ্থক্য নাই,negative
8191,নাটকখনত প্ৰাৰ্থনা প্ৰচাৰ কৰাটো আশ্চৰ্যকৰ আছিল ধন্যবাদ ওমি ভাই গোটেই নাটকখন সুন্দৰ আছিল,positive
8192,"নাটক হব পাৰে, সস্তীয়া মনোৰঞ্জনৰ আশাত আমি কিমান তললৈ কুজৰাই থাকিব পাৰো",negative
8193,"নিশোভাই, আমি তােমার সঙ্গে বড় কথা বলছি মই আপোনাৰ সকলো নাটক চাও মই আপোনাৰ সকলো নাটক ভাল পাও কিন্তু মই এই নাটকখন বহুত ভাল পাও",positive
8194,এইটো এটা মূৰ্খ কাহিনী,negative
8195,"মই মোৰ জীৱনত চোৱা অন্যতম শ্ৰেষ্ঠ নাটক, ধন্যবাদ, ইমান ধুনীয়া নাটক দিয়াৰ বাবে নিশো ভাইৰ অভিনয় অতি সুন্দৰ",positive
8196,"বৰ কষ্টকৰ, সচাকৈয়ে কাহিনীটো বৰ ধুনীয়া",positive
8197,"মই এইটো বহুত ভাল পাও, নাটকৰ মাজতে প্ৰাৰ্থনা কৰাৰ কথা কওতে, মই বিচাৰো যে প্ৰতিখন নাটকত সকলোৱে প্ৰাৰ্থনা কৰক",positive
8198,"অনলাইন নাটকৰ মাজতে তেও বিজ্ঞাপন আৰম্ভ কৰিছে, শালাৰ দৰিদ্ৰ বঙালীসকল",negative
8199,এইটো বৰ ভাল লাগিছিল,positive
8200,বৰ ধুনীয়া,positive
8201,নাটকখনৰ পৰিচালক ভানাই নিশু ভাইয়ে শুদ্ধ কথা কৈছে,negative
8202,"মই এইটো ভাল পাইছিলো, এইটো ভাল আছিল",positive
8203,বঢ়িয়া,positive
8204,সময়ৰ অপচয়,negative
8205,"মই নাটকখন ভাল পাইছিলো কিন্তু আৰফান নিশো ভাইয়ে হিন্দী ছবি কবীৰ সিত কবীৰ সিঙৰ দৰে অনুভৱ কৰিছিল কিন্তু আমাৰ বাবে, আমাৰ নিশো ভাই শ্ৰেষ্ঠ",positive
8206,"বহু দিনৰ পিছত, মই ইমান ধুনীয়া নাটক দেখিছিলো যে মই মন্তব্য নকৰাকৈ থাকিব নোৱাৰিলো",positive
8207,"নাটকখন মোৰ বৰ ভাল লাগে, আচলতে প্ৰকৃত প্ৰেম এনেকুৱা হব লাগে, যদিও ই ঈদৰ আনন্দত বোজা দিয়ে, এই নাটকখন আমাৰ আগত উপস্থাপন কৰাৰ বাবে ধন্যবাদ",positive
8208,এইখন এখন সুন্দৰ নাটক,positive
8209,অৰ্থহীন নাটক,negative
8210,এইখন এখন অতি নাটকীয় নাটক,negative
8211,প্ৰাৰ্থনা কৰাৰ উপদেশ অতি ভাল,positive
8212,জামাজ ১১ আৰু কচচিখোৰ এই ঈদৰ শ্ৰেষ্ঠ মূৰ্খ নাটক,negative
8213,যুগৰ লগত খাপ খোৱাকৈ বহুতো ধুনীয়া নাটক আছে কেতিয়াবা মই নাটকখন দেখি বহুত হাহিছিলো,positive
8214,সচা কথা কম যে বালাদেশৰ নাটকবোৰ বালাদেশৰ চিনেমাতকৈ বহুত বেছি সৃষ্টিশীল আৰু ভাল কোনে মান্তি?,positive
8215,এইখন এখন মহান নাটক,positive
8216,মহান.,positive
8217,"কি ভয়কৰ উপায়, আমাৰ ছকল্ড পৰিচালক মুশ্বাৰফে কৰিমৰ দৰে প্ৰতিভাক নষ্টি কৰি আছে! তেওক মাত্ৰ চাৰ্কাছৰ ক্লাউন বনাই দিয়া হৈছে আৰু আন একো নহয়! ৩৮ মিনিট সম্পূৰ্ণ সময়ৰ অপচয়!",negative
8218,"ডেবৰ্ছৰ কাহিনী কেৱল মধুচন্দ্ৰিকাৰ বাবে, সকলো অৰ্থহীনতা",negative
8219,ঈদ আৰু এই নাটকখন ভাল মজা,positive
8220,মুখ বন্ধা তুমি ফাজিল তোমাৰ ছোৱালী ফাজিল তুমি অভদ্ৰ তোমাৰ ছোৱালী অভদ্ৰ,negative
8221,"এটা আচৰিত কাহিনী,",positive
8222,বেলাৰৰ নাটককোন পৰিচালকে ইমান অদ্ভুত নাটক বনায়,negative
8223,"পুৰণি ঢাকাৰ মানুহবোৰ বিৰিয়ানী তিৰিয়ানী খাই অসন্তুষ্ট হৈছিল, সেয়েহে মই এইটো কৰি আছো",negative
8224,এইখন এখন মহান নাটক,positive
8225,"এনেদৰে, অশ্লীলতাৰ ফান্দত পৰাৰ পিছত মৰমৰ আফ্ৰান নিশো জনসাধাৰণৰ হৃদয়ৰ পৰা অদৃশ্য হৈ যাব",negative
8226,এটা অতি ভাল দিশ উপস্থাপন কৰিছে,positive
8227,এই ধৰণৰ প্ৰেম সচাকৈয়ে আশ্চৰ্যজনক আৰিয়ান ভাইলৈ অশেষ ধন্যবাদ,positive
8228,মিজানুৰ ৰহমান আৰিয়ান ভাইয়ে দেশবাসীৰ সন্মুখত আৱেগিক নাটক উপস্থাপন কৰিছিল শ্ৰেষ্ঠ নাটল গুল্লাই ৱায়াৰ,positive
8229,মই মোৰ দেশৰ সামাজিকসাস্কৃতিক লোকসকলক লৈ গৌৰৱান্বিত,positive
8230,মুশ্বাৰফ কৰিম ডাঙৰীয়া আপুনি অৱসৰ লোৱা উচিত অন্যথা এনে নিযুক্তিৰ ফলত কেইদিনমানৰ পিছত চাকৰি হেৰুৱাব তেওৰ পৰা সন্মানজনকভাৱে বিদায় লওক নহলে নিজৰ পুৰণি মনোমোহাতালৈ উভতি যাওক,negative
8231,মই এখন মহান নাটক চাব বিচাৰো,positive
8232,"নিশো ভাই, আপুনি যদি এনে ধৰণৰ নাটক কৰে তেন্তে বেছি দিন নাথাকিব টকাপইচা সকলো নহয় আপোনাৰ ব্যক্তিত্ব টকাৰ বাবে বিক্ৰী নকৰিব",negative
8233,সচাকৈয়ে অসাধাৰণ,positive
8234,নাটকখনৰ শেষৰ অশটো মোৰ ভাল লাগিল প্ৰাৰ্থনাৰ ওপৰত উপদেশ দিয়া,positive
8235,এইটো সচাকৈয়ে সুন্দৰ এইটো ইমান ধুনীয়া যে মই ইয়াক মোৰ নিজৰ ভাষাত লিখিব নোৱাৰো,positive
8236,"ভাই, আচৰিত নাটক",positive
8237,বেলাৰে খেলে মই দেখা আটাইতকৈ বেয়া নাটকখনযি নাটকৰ পৰা আমি কিবা এটা শিকিব পাৰো,negative
8238,"এইটো কি নাটক, মূৰ্খ নম্বৰ ওৱান",negative
8239,ঈশ্বৰ মহান,positive
8240,ইমান ভাল লাগে,positive
8241,নিশোৱে বেয়া ভাষাৰ অভিনয়ত বহুত ভাল কৰিব পাৰে,negative
8242,"এইখন এখন সুন্দৰ নাটক, দেখি ভাল লাগিছে",positive
8243,অপুৱে শাৰী পিন্ধি ভাল পোছাক নিপিন্ধে,negative
8244,ইমান ধুনীয়া নাটক এখনৰ বাবে আপোনাক বহুত ধন্যবাদ,positive
8245,এই শকত মহিলাগৰাকীক অভিনয়ৰ পৰা বাদ দিব নোৱাৰিনে? মই অভিনয় বুজি নাপাও,negative
8246,এইখন মই দেখা আটাইতকৈ ভাল নাটক মনোৰঞ্জন আৰু প্ৰাৰ্থনাৰ বাবে আমন্ত্ৰণ উত্তম,positive
8247,সচা বালাদেশী নাটক সচাকৈয়ে অতুলনীয় বৰ ভাল লাগিল,positive
8248,উত্তম,positive
8249,আমাৰ দেশত বহুতো ধুনীয়া নাটক আছে তথাপিও কিছুমান মহিলা আছে যিয়ে ইষ্টাৰ জলচাৰ বাহিৰে আন একো বুজি নাপায় মই মোৰ মাতৃ আৰু ভনীসকলক কম আমাৰ দেশত বহুতো ধুনীয়া নাটক আছে আমাৰ দেশৰ নাটকলৈ লক্ষ্য কৰিলে ইমান ধুনীয়া নাটক আন কোনো দেশত নাই!,positive
8250,"সকলো কৰাৰ পিছত, মোৰ ভাইটিয়ে কৈছিল যে তেও প্ৰাৰ্থনা কৰিব লাগিব",positive
8251,এইটো বহুত ভাল হৈছে,positive
8252,"অৱশ্যে, নাটকখন চাই আমি বহুত শিকিব লগা আছে, কিন্তু যদি দৃশ্য বা শিখা ভুল লাইনত আছে, তেনেহলে সকলো ভুল যদি আপুনি নজনাকৈ ভুল কৰে, ই ভুল আৰু জানিবুজি ভুল কৰাটো অপৰাধ! ছোৱালীজনী ধাৰ্মিক কিন্তু পৰ্দাৰ আকাৰৰ, কাণখন ঢাকি ৰাখে আৰু গোটেই নাটকখন সম্পূৰ্ণ কৰিবলৈ 2 টা ফুটবল দাঙিছে 2. নায়িকাৰ দেউতাকৰ অশ চলচ্চিত্ৰ উদ্যোগত অভিনেতাৰ ইমানেই অভাৱ আছে, য়াঙক তেওৰ দেউতাকে দাড়িৰে কাষ্ট কৰিছে তেওৰ অশটো আশানুৰূপ নাছিল 3. নাটকখনত অপূৰ্বক এক চাঞ্চল্যকৰ বা এলেহুৱা প্ৰিয় অভিনেতা বুলি ধাৰণা কৰা হৈছে, কিন্তু তেওৰ মুখৰ অভিব্যক্তি সমগ্ৰ নাটকখনতে গম্ভীৰ হৈ আছে 4. যদি দুয়োটা পক্ষ এবাৰ একেটা ঠাইতে থাকে আৰু বিবাহ সম্পূৰ্ণ নহয় তেনেহলে নাটকৰ শেষ সমাপ্তি কি হলহেতেন ? মাবৰুৰ ৰছিদ বান্নাই যিদৰে এই নাটকখন প্ৰযোজনা কৰিছে সেয়া ১৮ মিনিটৰ চুটি ছবিত সম্পূৰ্ণ কৰিব পাৰি নাটকখনৰ সাৰমৰ্মটো হল যে এজনী ছোৱালীয়ে ইচ্ছা কৰিলে এজন লৰা বেয়া ২ বনাব পাৰে এই নাটকখন আৰফান নিশোক দিয়া হলে জোছ হলহেতেন",negative
8253,ইয়াত বহুতো বিৰতি আছে মই বিৰতি ভাল নাপাও সেইবাবেই অনুষ্ঠানটো চাবলৈ বিৰক্তিকৰ,negative
8254,প্ৰাৰ্থনাৰ বিষয়ে মই ভাল পোৱা আটাইতকৈ ভাল বস্তুটো,positive
8255,এটা লৰাৰ নাটক,negative
8256,"মই তোমাক বহুত ভাল পাও, মই তোমাক বহুত ভাল পাও",positive
8257,বেয়া আৰু আজে বাজে কথা,negative
8258,ড্ৰামা অৱ দ্য বয়সম্পাদনা কৰক,negative
8259,"ই আৰু অভিনয় কৰাৰ দৰে অনুভৱ নকৰে, ই এক প্ৰকাৰৰ টেডামি যেন অনুভৱ কৰে এই নাটকবোৰ পঢ়া নহয়, কৌতুক বা কাহিনীও নহয়, আৱেগও নহয়, আৰু আপুনি যিয়েই নকৰক কিয়, অন্তত আপুনি মানুহক হহুৱাব নোৱাৰে আৰু এই আটাইবোৰ পল্টামী মোছাৰফ কৰিমৰ দৰে এজন ভাল অভিনেতাৰ দ্বাৰা কৰা হয়",negative
8260,"মই নাজানো যে মই আৰু এনে ধৰণৰ নাটক পাম, কিন্তু ই সৰ্বশ্ৰেষ্ঠ আছিল",positive
8261,মই মোৰ জীৱনত দেখা আটাইতকৈ ভাল নাটকবোৰৰ ভিতৰত এখন এইটো সচাকৈয়ে আশ্চৰ্যজনক কবলৈ কোনো ভাষা নাই ৰিয়েলিটি,positive
8262,"মই সচাকৈয়ে এইটো ভাল পাইছিলো,কিন্তু শেষৰ খেলখনত সকলোকে পোৱাটো ভাল হলহেতেন",positive
8263,এক আচৰিত নাটক,positive
8264,সুন্দৰ নাটক আফ্ৰান নিশোৰ,positive
8265,"মুঠতে, অতুলনীয়",positive
8266,বুকুৰ বাওফালে থকা নাটকখনৰ পিছত মই চোৱা এইখন শ্ৰেষ্ঠ নাটক ধন্যবাদ আৰফান ভাই আৰু মেহজাবিন আপু,positive
8267,অসাধাৰণ,positive
8268,মই প্ৰাৰ্থনাৰ আল্টিমেট ভাল পাইছিলো,positive
8269,"মই আশা কৰো আপুনি নিশো ভাইৰ এখন সুন্দৰ নাটক চাবলৈ ভাল পাব লগতে, মোৰ চেনেলটো চাবস্ক্ৰাইব কৰক আৰু ভেল আইকোট বজাওক, মই আপোনাৰ ওচৰলৈ নতুন কিবা এটা লৈ আহিম আপুনি ইয়াক ৰেকলিৰ কাষত পাব",positive
8270,"বিখ্যাত, মূৰ্খ মূৰ্খ যি বুজি নাপায়",negative
8271,"নাটকৰ কাহিনীটো মোৰ অলপো ভাল লগা নাছিল, আচলতে এনেকুৱা কেতিয়াও নহয় যে এটা কোঠাত দুটা লৰা আৰু ছোৱালী থাকিব, আৰু একো নহব, বিয়াৰ পিছত হঠাতে এজন লৰা আহি বন্ধু এজনৰ সৈতে এনেদৰে কথা পাতিব, এয়া স্বামীয়ে কেতিয়াও গ্ৰহণ নকৰিব, ই মানি লৈছে যে বাস্তৱটো বেলেগ",positive
8272,শ্বামীম ভাই শ্ৰেষ্ঠ,positive
8273,CONNECT!,negative
8274,তুমি মোৰ জীৱনত দেখা আটাইতকৈ ভাল নাটক,positive
8275,ফাল্টো এখন নাটক,negative
8276,বহু সলাপ ভুলমানৱৰ আবেগক মূল্য দিয়া নহয়সেই কথা কোনে কলে? সকলোৱে মেডিকেল বুয়েটত পঢ়িব বিচাৰেএকডম পেচনক মূল্য দিয়া নহয়,negative
8277,"এই বছৰৰ শ্ৰেষ্ঠ নাটক আছিল নিশো ভাইৰ, আৰু তেওৰ সৈতে প্ৰাৰ্থনা কৰাৰ নিমন্ত্ৰণ আশ্চৰ্যজনক",positive
8278,"প্ৰথমতে, ইমান ধুনীয়া নাটক এখন উপহাৰ দিয়াৰ বাবে মিজান ভাইক ধন্যবাদ, অপূৰ্ব ভাই অতুলনীয়, যিটো মই নকও আৰু মই সেই লৰাবোৰক এটা মন্তব্য কৰিব বিচাৰিছো যিসকলে এনে নাটক ভাল নাপায়, মই জানিবলৈ সক্ষম হলো আচল নাটকত প্ৰেমৰ ৰূপ কি, অৱশেষত এই প্ৰেম ত্যাগ কৰা হৈছে",positive
8279,"আৰিয়ান ভাই, মানে প্ৰেমৰ কিছু মুহূৰ্ত.",positive
8280,আৰিয়ানৰ নাটকবোৰ সদায়েই শ্ৰেষ্ঠ,positive
8281,বহুতো ধুনীয়া নাটক,positive
